trial_id,mode,relpath_txt,n_agents,correct,choiceA_xy,choiceA_cell,choiceB_xy,choiceB_cell,choiceC_xy,choiceC_cell,choiceD_xy,choiceD_cell
3_12_191,intermediate_case2,intermediate_case2/3_12_191.txt,3,C,"[[11, 7], [6, 6], [12, 3]]","[154, 125, 59]","[[12, 5], [6, 5], [9, 5]]","[107, 101, 104]","[[11, 7], [6, 7], [9, 7]]","[154, 149, 152]","[[12, 6], [5, 7], [9, 7]]","[131, 148, 152]"
3_12_192,intermediate_case2,intermediate_case2/3_12_192.txt,3,A,"[[2, 4], [1, 3], [1, 4]]","[73, 48, 72]","[[2, 2], [4, 6], [6, 6]]","[25, 123, 125]","[[3, 2], [1, 1], [2, 2]]","[26, 0, 25]","[[1, 5], [1, 4], [1, 5]]","[96, 72, 96]"
3_12_193,intermediate_case2,intermediate_case2/3_12_193.txt,3,B,"[[6, 6], [8, 11], [7, 9]]","[125, 247, 198]","[[1, 6], [8, 12], [5, 10]]","[120, 271, 220]","[[6, 6], [7, 10], [7, 8]]","[125, 222, 174]","[[2, 6], [9, 12], [6, 10]]","[121, 272, 221]"
3_12_194,intermediate_case2,intermediate_case2/3_12_194.txt,3,A,"[[8, 11], [10, 5], [9, 8]]","[247, 105, 176]","[[10, 5], [6, 6], [3, 2]]","[105, 125, 26]","[[9, 8], [8, 7], [8, 7]]","[176, 151, 151]","[[7, 11], [11, 6], [9, 9]]","[246, 130, 200]"
3_12_195,intermediate_case2,intermediate_case2/3_12_195.txt,3,B,"[[9, 8], [9, 7], [6, 6]]","[176, 152, 125]","[[9, 7], [10, 7], [10, 7]]","[152, 153, 153]","[[10, 7], [9, 7], [10, 7]]","[153, 152, 153]","[[9, 6], [11, 8], [10, 7]]","[128, 178, 153]"
3_12_196,intermediate_case2,intermediate_case2/3_12_196.txt,3,D,"[[6, 6], [9, 2], [12, 11]]","[125, 32, 251]","[[4, 3], [8, 2], [7, 6]]","[51, 31, 126]","[[1, 3], [4, 2], [3, 3]]","[48, 27, 50]","[[1, 4], [3, 3], [2, 4]]","[72, 50, 73]"
3_12_197,intermediate_case2,intermediate_case2/3_12_197.txt,3,A,"[[9, 7], [9, 4], [9, 6]]","[152, 80, 128]","[[10, 6], [6, 6], [3, 11]]","[129, 125, 242]","[[11, 4], [8, 6], [8, 6]]","[82, 127, 127]","[[10, 6], [8, 4], [9, 5]]","[129, 79, 104]"
3_12_198,intermediate_case2,intermediate_case2/3_12_198.txt,3,D,"[[7, 9], [12, 5], [6, 6]]","[198, 107, 125]","[[8, 7], [10, 8], [9, 8]]","[151, 177, 176]","[[6, 7], [12, 12], [9, 10]]","[149, 275, 224]","[[6, 8], [12, 12], [10, 10]]","[173, 275, 225]"
3_12_199,intermediate_case2,intermediate_case2/3_12_199.txt,3,B,"[[6, 6], [12, 12], [12, 9]]","[125, 275, 203]","[[1, 12], [11, 10], [6, 12]]","[264, 226, 269]","[[1, 8], [11, 12], [7, 11]]","[168, 274, 246]","[[1, 12], [10, 10], [6, 11]]","[264, 225, 245]"
3_12_20,intermediate_case2,intermediate_case2/3_12_20.txt,3,D,"[[7, 12], [6, 6], [12, 1]]","[270, 125, 11]","[[9, 12], [6, 6], [8, 6]]","[272, 125, 127]","[[5, 12], [2, 8], [4, 10]]","[268, 169, 219]","[[4, 12], [1, 8], [3, 11]]","[267, 168, 242]"
3_12_200,intermediate_case2,intermediate_case2/3_12_200.txt,3,B,"[[10, 5], [6, 6], [7, 1]]","[105, 125, 6]","[[7, 5], [7, 4], [7, 5]]","[102, 78, 102]","[[9, 7], [7, 4], [8, 6]]","[152, 78, 127]","[[7, 6], [6, 4], [7, 5]]","[126, 77, 102]"
3_12_201,intermediate_case2,intermediate_case2/3_12_201.txt,3,B,"[[9, 10], [11, 3], [6, 6]]","[224, 58, 125]","[[11, 12], [9, 3], [10, 8]]","[274, 56, 177]","[[9, 11], [10, 4], [10, 8]]","[248, 81, 177]","[[11, 11], [10, 4], [11, 8]]","[250, 81, 178]"
3_12_204,intermediate_case2,intermediate_case2/3_12_204.txt,3,B,"[[12, 9], [9, 3], [6, 6]]","[203, 56, 125]","[[11, 11], [7, 7], [9, 9]]","[250, 150, 200]","[[12, 10], [8, 4], [10, 7]]","[227, 79, 153]","[[10, 11], [8, 6], [9, 9]]","[249, 127, 200]"
3_12_205,intermediate_case2,intermediate_case2/3_12_205.txt,3,C,"[[6, 6], [8, 4], [9, 11]]","[125, 79, 248]","[[5, 6], [8, 6], [7, 6]]","[124, 127, 126]","[[4, 5], [5, 6], [5, 6]]","[99, 124, 124]","[[4, 6], [6, 6], [5, 6]]","[123, 125, 124]"
3_12_207,intermediate_case2,intermediate_case2/3_12_207.txt,3,D,"[[5, 4], [3, 7], [6, 6]]","[76, 146, 125]","[[5, 6], [1, 8], [3, 7]]","[124, 168, 146]","[[2, 6], [1, 9], [1, 8]]","[121, 192, 168]","[[3, 5], [1, 10], [2, 8]]","[98, 216, 169]"
3_12_208,intermediate_case2,intermediate_case2/3_12_208.txt,3,D,"[[6, 6], [2, 3], [2, 6]]","[125, 49, 121]","[[6, 5], [4, 3], [5, 4]]","[101, 51, 76]","[[8, 4], [1, 4], [5, 4]]","[79, 72, 76]","[[9, 3], [2, 5], [6, 4]]","[56, 97, 77]"
3_12_21,intermediate_case2,intermediate_case2/3_12_21.txt,3,A,"[[9, 9], [1, 5], [5, 7]]","[200, 96, 148]","[[10, 11], [4, 2], [6, 6]]","[249, 27, 125]","[[8, 12], [4, 3], [6, 8]]","[271, 51, 173]","[[10, 9], [1, 4], [6, 7]]","[201, 72, 149]"
3_12_210,intermediate_case2,intermediate_case2/3_12_210.txt,3,D,"[[11, 12], [4, 6], [6, 6]]","[274, 123, 125]","[[11, 11], [5, 5], [8, 9]]","[250, 100, 199]","[[11, 12], [6, 5], [9, 9]]","[274, 101, 200]","[[12, 11], [7, 5], [10, 8]]","[251, 102, 177]"
3_12_211,intermediate_case2,intermediate_case2/3_12_211.txt,3,D,"[[6, 6], [4, 6], [12, 11]]","[125, 123, 251]","[[9, 7], [1, 6], [7, 7]]","[152, 120, 150]","[[10, 7], [3, 8], [7, 8]]","[153, 170, 174]","[[11, 7], [2, 8], [7, 8]]","[154, 169, 174]"
3_12_212,intermediate_case2,intermediate_case2/3_12_212.txt,3,B,"[[10, 2], [6, 6], [9, 3]]","[33, 125, 56]","[[9, 2], [6, 5], [8, 4]]","[32, 101, 79]","[[9, 2], [8, 4], [9, 3]]","[32, 79, 56]","[[9, 1], [7, 4], [8, 3]]","[8, 78, 55]"
3_12_213,intermediate_case2,intermediate_case2/3_12_213.txt,3,A,"[[10, 3], [1, 3], [6, 3]]","[57, 48, 53]","[[11, 2], [1, 6], [6, 6]]","[34, 120, 125]","[[11, 1], [3, 4], [7, 3]]","[10, 74, 54]","[[11, 4], [1, 4], [6, 4]]","[82, 72, 77]"
3_12_215,intermediate_case2,intermediate_case2/3_12_215.txt,3,C,"[[5, 9], [6, 6], [8, 12]]","[196, 125, 271]","[[2, 10], [6, 5], [4, 8]]","[217, 101, 171]","[[2, 9], [10, 3], [6, 6]]","[193, 57, 125]","[[1, 10], [9, 3], [5, 7]]","[216, 56, 148]"
3_12_216,intermediate_case2,intermediate_case2/3_12_216.txt,3,D,"[[4, 1], [11, 5], [6, 6]]","[3, 106, 125]","[[5, 1], [11, 4], [8, 3]]","[4, 82, 55]","[[3, 3], [9, 2], [6, 3]]","[50, 32, 53]","[[4, 4], [10, 1], [7, 3]]","[75, 9, 54]"
3_12_218,intermediate_case2,intermediate_case2/3_12_218.txt,3,C,"[[2, 7], [6, 6], [9, 4]]","[145, 125, 80]","[[1, 8], [8, 5], [4, 7]]","[168, 103, 147]","[[1, 7], [8, 5], [5, 6]]","[144, 103, 124]","[[2, 6], [8, 4], [5, 5]]","[121, 79, 100]"
3_12_22,intermediate_case2,intermediate_case2/3_12_22.txt,3,C,"[[6, 6], [3, 3], [12, 1]]","[125, 50, 11]","[[8, 3], [6, 3], [7, 3]]","[55, 53, 54]","[[12, 1], [5, 4], [9, 3]]","[11, 76, 56]","[[12, 1], [6, 3], [9, 2]]","[11, 53, 32]"
3_12_220,intermediate_case2,intermediate_case2/3_12_220.txt,3,A,"[[6, 6], [2, 9], [4, 8]]","[125, 193, 171]","[[6, 6], [2, 9], [11, 5]]","[125, 193, 106]","[[7, 4], [1, 8], [6, 6]]","[78, 168, 125]","[[6, 7], [2, 10], [4, 9]]","[149, 217, 195]"
3_12_221,intermediate_case2,intermediate_case2/3_12_221.txt,3,B,"[[11, 10], [6, 6], [10, 6]]","[226, 125, 129]","[[12, 8], [8, 9], [11, 9]]","[179, 199, 202]","[[11, 9], [8, 10], [10, 10]]","[202, 223, 225]","[[12, 8], [9, 10], [11, 9]]","[179, 224, 202]"
3_12_222,intermediate_case2,intermediate_case2/3_12_222.txt,3,A,"[[12, 4], [8, 4], [11, 4]]","[83, 79, 82]","[[11, 1], [5, 5], [6, 6]]","[10, 100, 125]","[[12, 3], [9, 6], [11, 5]]","[59, 128, 106]","[[12, 3], [9, 4], [11, 4]]","[59, 80, 82]"
3_12_223,intermediate_case2,intermediate_case2/3_12_223.txt,3,D,"[[6, 6], [4, 3], [12, 4]]","[125, 51, 83]","[[5, 7], [6, 4], [7, 6]]","[148, 77, 126]","[[5, 7], [5, 3], [5, 5]]","[148, 52, 100]","[[6, 6], [6, 3], [6, 5]]","[125, 53, 101]"
3_12_224,intermediate_case2,intermediate_case2/3_12_224.txt,3,A,"[[2, 12], [5, 1], [4, 7]]","[265, 4, 147]","[[1, 9], [6, 6], [9, 7]]","[192, 125, 152]","[[3, 12], [5, 3], [4, 8]]","[266, 52, 171]","[[1, 12], [4, 1], [3, 7]]","[264, 3, 146]"
3_12_225,intermediate_case2,intermediate_case2/3_12_225.txt,3,C,"[[12, 10], [5, 8], [6, 6]]","[227, 172, 125]","[[8, 11], [9, 9], [9, 10]]","[247, 200, 224]","[[4, 10], [10, 5], [7, 8]]","[219, 105, 174]","[[5, 11], [9, 6], [7, 9]]","[244, 128, 198]"
3_12_226,intermediate_case2,intermediate_case2/3_12_226.txt,3,A,"[[12, 9], [10, 4], [11, 7]]","[203, 81, 154]","[[6, 6], [8, 4], [8, 11]]","[125, 79, 247]","[[9, 10], [11, 5], [10, 8]]","[224, 106, 177]","[[11, 10], [11, 5], [11, 8]]","[226, 106, 178]"
3_12_227,intermediate_case2,intermediate_case2/3_12_227.txt,3,C,"[[6, 1], [6, 6], [12, 2]]","[5, 125, 35]","[[5, 2], [4, 6], [7, 4]]","[28, 123, 78]","[[7, 2], [3, 5], [5, 4]]","[30, 98, 76]","[[6, 2], [3, 4], [5, 3]]","[29, 74, 52]"
3_12_228,intermediate_case2,intermediate_case2/3_12_228.txt,3,B,"[[9, 6], [2, 9], [6, 6]]","[128, 193, 125]","[[10, 5], [1, 11], [5, 8]]","[105, 240, 172]","[[10, 4], [3, 8], [7, 6]]","[81, 170, 126]","[[10, 4], [1, 11], [6, 8]]","[81, 240, 173]"
3_12_229,intermediate_case2,intermediate_case2/3_12_229.txt,3,A,"[[5, 2], [9, 12], [7, 7]]","[28, 272, 150]","[[6, 6], [6, 11], [11, 4]]","[125, 245, 82]","[[6, 3], [8, 11], [7, 7]]","[53, 247, 150]","[[6, 1], [10, 12], [8, 6]]","[5, 273, 127]"
3_12_23,intermediate_case2,intermediate_case2/3_12_23.txt,3,D,"[[10, 12], [6, 6], [12, 11]]","[273, 125, 251]","[[7, 12], [8, 9], [8, 11]]","[270, 199, 247]","[[5, 11], [10, 11], [8, 11]]","[244, 249, 247]","[[6, 11], [9, 11], [8, 11]]","[245, 248, 247]"
3_12_230,intermediate_case2,intermediate_case2/3_12_230.txt,3,A,"[[2, 7], [6, 8], [4, 8]]","[145, 173, 171]","[[1, 8], [6, 6], [9, 1]]","[168, 125, 8]","[[2, 8], [7, 8], [5, 6]]","[169, 174, 124]","[[3, 6], [6, 7], [5, 7]]","[122, 149, 148]"
3_12_232,intermediate_case2,intermediate_case2/3_12_232.txt,3,C,"[[6, 6], [12, 9], [4, 10]]","[125, 203, 219]","[[4, 7], [10, 11], [7, 9]]","[147, 249, 198]","[[3, 4], [9, 11], [6, 8]]","[74, 248, 173]","[[2, 5], [10, 10], [6, 8]]","[97, 225, 173]"
3_12_233,intermediate_case2,intermediate_case2/3_12_233.txt,3,D,"[[5, 9], [6, 6], [7, 4]]","[196, 125, 78]","[[2, 11], [7, 7], [5, 9]]","[241, 150, 196]","[[2, 10], [9, 7], [6, 9]]","[217, 152, 197]","[[2, 11], [10, 6], [6, 9]]","[241, 129, 197]"
3_12_234,intermediate_case2,intermediate_case2/3_12_234.txt,3,B,"[[2, 4], [7, 8], [6, 6]]","[73, 174, 125]","[[1, 5], [9, 4], [5, 5]]","[96, 80, 100]","[[1, 4], [10, 5], [5, 5]]","[72, 105, 100]","[[1, 6], [10, 5], [6, 6]]","[120, 105, 125]"
3_12_235,intermediate_case2,intermediate_case2/3_12_235.txt,3,B,"[[6, 6], [7, 9], [4, 12]]","[125, 198, 267]","[[2, 5], [7, 12], [5, 9]]","[97, 270, 196]","[[4, 6], [7, 9], [6, 8]]","[123, 198, 173]","[[3, 5], [7, 11], [5, 8]]","[98, 246, 172]"
3_12_236,intermediate_case2,intermediate_case2/3_12_236.txt,3,C,"[[5, 12], [6, 6], [1, 8]]","[268, 125, 168]","[[3, 12], [4, 7], [4, 10]]","[266, 147, 219]","[[1, 12], [3, 5], [2, 9]]","[264, 98, 193]","[[1, 12], [2, 5], [2, 9]]","[264, 97, 193]"
3_12_237,intermediate_case2,intermediate_case2/3_12_237.txt,3,A,"[[12, 1], [3, 3], [8, 2]]","[11, 50, 31]","[[8, 3], [6, 8], [6, 6]]","[55, 173, 125]","[[11, 3], [2, 6], [7, 5]]","[58, 121, 102]","[[12, 2], [4, 4], [9, 3]]","[35, 75, 56]"
3_12_238,intermediate_case2,intermediate_case2/3_12_238.txt,3,D,"[[6, 6], [5, 12], [12, 6]]","[125, 268, 131]","[[7, 8], [4, 11], [7, 10]]","[174, 243, 222]","[[8, 8], [3, 12], [6, 11]]","[175, 266, 245]","[[9, 9], [4, 11], [7, 10]]","[200, 243, 222]"
3_12_239,intermediate_case2,intermediate_case2/3_12_239.txt,3,D,"[[6, 11], [6, 6], [5, 12]]","[245, 125, 268]","[[7, 12], [5, 6], [6, 10]]","[270, 124, 221]","[[6, 11], [4, 6], [5, 9]]","[245, 123, 196]","[[6, 12], [3, 6], [5, 9]]","[269, 122, 196]"
3_12_24,intermediate_case2,intermediate_case2/3_12_24.txt,3,D,"[[5, 11], [11, 7], [6, 6]]","[244, 154, 125]","[[5, 11], [11, 9], [8, 10]]","[244, 202, 223]","[[6, 10], [11, 8], [9, 9]]","[221, 178, 200]","[[6, 9], [10, 8], [8, 9]]","[197, 177, 199]"
3_12_240,intermediate_case2,intermediate_case2/3_12_240.txt,3,A,"[[9, 4], [8, 1], [9, 3]]","[80, 7, 56]","[[5, 6], [9, 2], [6, 6]]","[124, 32, 125]","[[7, 4], [8, 2], [8, 3]]","[78, 31, 55]","[[8, 4], [7, 1], [8, 2]]","[79, 6, 31]"
3_12_241,intermediate_case2,intermediate_case2/3_12_241.txt,3,A,"[[6, 7], [9, 6], [8, 7]]","[149, 128, 151]","[[6, 6], [11, 3], [2, 6]]","[125, 58, 121]","[[7, 7], [9, 7], [7, 7]]","[150, 152, 150]","[[5, 7], [8, 7], [7, 7]]","[148, 151, 150]"
3_12_242,intermediate_case2,intermediate_case2/3_12_242.txt,3,A,"[[3, 11], [9, 5], [6, 8]]","[242, 104, 173]","[[1, 7], [6, 6], [7, 1]]","[144, 125, 6]","[[1, 8], [8, 5], [4, 6]]","[168, 103, 123]","[[2, 11], [8, 6], [5, 9]]","[241, 127, 196]"
3_12_243,intermediate_case2,intermediate_case2/3_12_243.txt,3,A,"[[11, 12], [9, 10], [11, 11]]","[274, 224, 250]","[[12, 10], [12, 12], [6, 6]]","[227, 275, 125]","[[11, 12], [9, 12], [10, 11]]","[274, 272, 249]","[[12, 12], [10, 10], [12, 11]]","[275, 225, 251]"
3_12_244,intermediate_case2,intermediate_case2/3_12_244.txt,3,B,"[[6, 6], [11, 9], [7, 2]]","[125, 202, 30]","[[4, 5], [6, 8], [5, 7]]","[99, 173, 148]","[[5, 4], [8, 12], [7, 7]]","[76, 271, 150]","[[4, 4], [6, 9], [5, 7]]","[75, 197, 148]"
3_12_245,intermediate_case2,intermediate_case2/3_12_245.txt,3,D,"[[10, 7], [6, 6], [10, 11]]","[153, 125, 249]","[[7, 4], [7, 7], [7, 6]]","[78, 150, 126]","[[7, 3], [9, 8], [8, 6]]","[54, 176, 127]","[[6, 3], [8, 8], [7, 6]]","[53, 175, 126]"
3_12_246,intermediate_case2,intermediate_case2/3_12_246.txt,3,D,"[[11, 4], [9, 1], [6, 6]]","[82, 8, 125]","[[11, 7], [9, 3], [10, 5]]","[154, 56, 105]","[[12, 10], [5, 4], [9, 7]]","[227, 76, 152]","[[12, 11], [6, 5], [9, 8]]","[251, 101, 176]"
3_12_247,intermediate_case2,intermediate_case2/3_12_247.txt,3,C,"[[6, 6], [3, 1], [7, 1]]","[125, 2, 6]","[[6, 5], [4, 3], [5, 4]]","[101, 51, 76]","[[3, 4], [8, 5], [6, 5]]","[74, 103, 101]","[[4, 5], [8, 4], [6, 5]]","[99, 79, 101]"
3_12_249,intermediate_case2,intermediate_case2/3_12_249.txt,3,A,"[[7, 2], [9, 9], [8, 6]]","[30, 200, 127]","[[11, 2], [9, 11], [6, 6]]","[34, 248, 125]","[[8, 2], [8, 9], [8, 6]]","[31, 199, 127]","[[8, 1], [8, 9], [8, 5]]","[7, 199, 103]"
3_12_25,intermediate_case2,intermediate_case2/3_12_25.txt,3,B,"[[6, 6], [10, 11], [5, 2]]","[125, 249, 28]","[[4, 6], [8, 11], [6, 9]]","[123, 247, 197]","[[6, 6], [8, 12], [7, 7]]","[125, 271, 150]","[[4, 5], [8, 12], [6, 9]]","[99, 271, 197]"
3_12_250,intermediate_case2,intermediate_case2/3_12_250.txt,3,C,"[[6, 6], [5, 2], [3, 8]]","[125, 28, 170]","[[5, 3], [4, 4], [5, 4]]","[52, 75, 76]","[[3, 3], [4, 5], [4, 4]]","[50, 99, 75]","[[2, 4], [3, 4], [3, 4]]","[73, 74, 74]"
3_12_251,intermediate_case2,intermediate_case2/3_12_251.txt,3,A,"[[1, 11], [8, 10], [4, 11]]","[240, 223, 243]","[[2, 8], [6, 6], [7, 3]]","[169, 125, 54]","[[1, 11], [5, 8], [3, 8]]","[240, 172, 170]","[[1, 10], [8, 9], [5, 10]]","[216, 199, 220]"
3_12_253,intermediate_case2,intermediate_case2/3_12_253.txt,3,C,"[[6, 6], [4, 9], [2, 1]]","[125, 195, 1]","[[3, 8], [5, 10], [4, 6]]","[170, 220, 123]","[[1, 8], [3, 8], [2, 8]]","[168, 170, 169]","[[1, 7], [4, 9], [3, 8]]","[144, 195, 170]"
3_12_255,intermediate_case2,intermediate_case2/3_12_255.txt,3,C,"[[7, 5], [10, 7], [6, 6]]","[102, 153, 125]","[[10, 7], [10, 11], [10, 9]]","[153, 249, 201]","[[10, 4], [7, 9], [9, 7]]","[81, 198, 152]","[[10, 5], [8, 9], [9, 7]]","[105, 199, 152]"
3_12_257,intermediate_case2,intermediate_case2/3_12_257.txt,3,A,"[[2, 5], [3, 10], [3, 8]]","[97, 218, 170]","[[7, 5], [6, 6], [6, 2]]","[102, 125, 29]","[[5, 8], [5, 7], [5, 7]]","[172, 148, 148]","[[2, 6], [2, 9], [2, 8]]","[121, 193, 169]"
3_12_26,intermediate_case2,intermediate_case2/3_12_26.txt,3,B,"[[4, 6], [6, 6], [9, 9]]","[123, 125, 200]","[[3, 6], [8, 5], [6, 6]]","[122, 103, 125]","[[6, 8], [6, 6], [6, 7]]","[173, 125, 149]","[[4, 7], [8, 4], [6, 6]]","[147, 79, 125]"
3_12_261,intermediate_case2,intermediate_case2/3_12_261.txt,3,C,"[[12, 11], [5, 3], [6, 6]]","[251, 52, 125]","[[9, 11], [9, 1], [9, 6]]","[248, 8, 128]","[[8, 8], [12, 1], [11, 4]]","[175, 11, 82]","[[8, 9], [12, 1], [11, 5]]","[199, 11, 106]"
3_12_262,intermediate_case2,intermediate_case2/3_12_262.txt,3,C,"[[6, 6], [8, 4], [7, 12]]","[125, 79, 270]","[[5, 8], [10, 2], [8, 7]]","[172, 33, 151]","[[3, 7], [10, 1], [7, 4]]","[146, 9, 78]","[[4, 6], [11, 1], [8, 4]]","[123, 10, 79]"
3_12_263,intermediate_case2,intermediate_case2/3_12_263.txt,3,B,"[[5, 5], [6, 6], [4, 12]]","[100, 125, 267]","[[4, 4], [4, 7], [4, 6]]","[75, 147, 123]","[[3, 4], [4, 4], [4, 7]]","[74, 75, 147]","[[4, 3], [5, 7], [5, 5]]","[51, 148, 100]"
3_12_265,intermediate_case2,intermediate_case2/3_12_265.txt,3,C,"[[6, 6], [2, 5], [6, 11]]","[125, 97, 245]","[[5, 2], [2, 6], [4, 6]]","[28, 121, 123]","[[3, 1], [2, 6], [3, 3]]","[2, 121, 50]","[[4, 1], [1, 6], [2, 4]]","[3, 120, 73]"
3_12_266,intermediate_case2,intermediate_case2/3_12_266.txt,3,D,"[[12, 10], [6, 6], [6, 3]]","[227, 125, 53]","[[11, 10], [7, 7], [9, 8]]","[226, 150, 176]","[[12, 10], [6, 6], [10, 8]]","[227, 125, 177]","[[12, 11], [6, 7], [10, 9]]","[251, 149, 201]"
3_12_267,intermediate_case2,intermediate_case2/3_12_267.txt,3,B,"[[1, 10], [3, 5], [6, 6]]","[216, 98, 125]","[[5, 8], [2, 5], [4, 7]]","[172, 97, 147]","[[3, 10], [2, 5], [3, 8]]","[218, 97, 170]","[[4, 7], [3, 5], [4, 6]]","[147, 98, 123]"
3_12_268,intermediate_case2,intermediate_case2/3_12_268.txt,3,A,"[[7, 2], [5, 8], [6, 5]]","[30, 172, 101]","[[6, 6], [6, 12], [2, 4]]","[125, 269, 73]","[[7, 3], [8, 10], [7, 7]]","[54, 223, 150]","[[6, 1], [6, 8], [6, 5]]","[5, 173, 101]"
3_12_27,intermediate_case2,intermediate_case2/3_12_27.txt,3,C,"[[9, 4], [5, 2], [6, 6]]","[80, 28, 125]","[[11, 1], [1, 2], [6, 1]]","[10, 24, 5]","[[12, 1], [3, 4], [8, 3]]","[11, 74, 55]","[[12, 1], [3, 3], [8, 2]]","[11, 50, 31]"
3_12_270,intermediate_case2,intermediate_case2/3_12_270.txt,3,B,"[[7, 10], [8, 10], [6, 6]]","[222, 223, 125]","[[8, 12], [12, 12], [10, 12]]","[271, 275, 273]","[[11, 11], [9, 12], [10, 11]]","[250, 272, 249]","[[8, 11], [12, 11], [10, 11]]","[247, 251, 249]"
3_12_271,intermediate_case2,intermediate_case2/3_12_271.txt,3,A,"[[3, 6], [8, 3], [6, 5]]","[122, 55, 101]","[[6, 6], [8, 4], [8, 8]]","[125, 79, 175]","[[6, 4], [9, 3], [8, 4]]","[77, 56, 79]","[[4, 5], [8, 4], [6, 5]]","[99, 79, 101]"
3_12_272,intermediate_case2,intermediate_case2/3_12_272.txt,3,D,"[[3, 4], [6, 6], [4, 12]]","[74, 125, 267]","[[6, 3], [8, 1], [7, 7]]","[53, 7, 150]","[[7, 2], [7, 2], [7, 3]]","[30, 30, 54]","[[8, 2], [8, 3], [8, 3]]","[31, 55, 55]"
3_12_274,intermediate_case2,intermediate_case2/3_12_274.txt,3,A,"[[4, 12], [10, 1], [7, 7]]","[267, 9, 150]","[[6, 6], [11, 1], [1, 5]]","[125, 10, 96]","[[5, 9], [12, 5], [6, 7]]","[196, 107, 149]","[[5, 12], [10, 1], [8, 7]]","[268, 9, 151]"
3_12_275,intermediate_case2,intermediate_case2/3_12_275.txt,3,B,"[[10, 3], [6, 6], [8, 7]]","[57, 125, 151]","[[9, 3], [5, 12], [7, 8]]","[56, 268, 174]","[[9, 7], [6, 9], [8, 8]]","[152, 197, 175]","[[9, 4], [5, 11], [7, 8]]","[80, 244, 174]"
3_12_276,intermediate_case2,intermediate_case2/3_12_276.txt,3,D,"[[8, 2], [6, 8], [6, 6]]","[31, 173, 125]","[[11, 1], [6, 9], [9, 5]]","[10, 197, 104]","[[11, 1], [4, 12], [8, 7]]","[10, 267, 151]","[[11, 1], [5, 11], [8, 6]]","[10, 244, 127]"
3_12_278,intermediate_case2,intermediate_case2/3_12_278.txt,3,B,"[[2, 9], [6, 6], [12, 10]]","[193, 125, 227]","[[4, 11], [9, 9], [7, 10]]","[243, 200, 222]","[[2, 11], [7, 6], [7, 9]]","[241, 126, 198]","[[5, 11], [9, 10], [7, 11]]","[244, 224, 246]"
3_12_279,intermediate_case2,intermediate_case2/3_12_279.txt,3,A,"[[3, 3], [10, 6], [7, 5]]","[50, 129, 102]","[[3, 3], [12, 10], [6, 6]]","[50, 227, 125]","[[2, 1], [11, 8], [7, 4]]","[1, 178, 78]","[[2, 3], [11, 5], [7, 4]]","[49, 106, 78]"
3_12_28,intermediate_case2,intermediate_case2/3_12_28.txt,3,D,"[[6, 6], [5, 5], [2, 4]]","[125, 100, 73]","[[4, 7], [7, 2], [6, 5]]","[147, 30, 101]","[[5, 6], [8, 1], [7, 4]]","[124, 7, 78]","[[6, 7], [8, 1], [7, 4]]","[149, 7, 78]"
3_12_280,intermediate_case2,intermediate_case2/3_12_280.txt,3,A,"[[9, 3], [6, 5], [8, 4]]","[56, 101, 79]","[[6, 6], [8, 6], [12, 7]]","[125, 127, 155]","[[9, 7], [6, 5], [8, 6]]","[152, 101, 127]","[[10, 4], [6, 4], [8, 4]]","[81, 77, 79]"
3_12_283,intermediate_case2,intermediate_case2/3_12_283.txt,3,C,"[[6, 6], [4, 9], [2, 10]]","[125, 195, 217]","[[5, 5], [4, 6], [5, 6]]","[100, 123, 124]","[[5, 2], [1, 6], [3, 4]]","[28, 120, 74]","[[5, 3], [2, 6], [4, 5]]","[52, 121, 99]"
3_12_284,intermediate_case2,intermediate_case2/3_12_284.txt,3,A,"[[9, 2], [10, 5], [10, 4]]","[32, 105, 81]","[[11, 5], [6, 6], [5, 8]]","[106, 125, 172]","[[9, 5], [8, 6], [9, 6]]","[104, 127, 128]","[[8, 3], [9, 4], [9, 4]]","[55, 80, 80]"
3_12_285,intermediate_case2,intermediate_case2/3_12_285.txt,3,C,"[[12, 8], [3, 1], [6, 6]]","[179, 2, 125]","[[12, 9], [3, 2], [8, 6]]","[203, 26, 127]","[[10, 10], [6, 4], [8, 7]]","[225, 77, 151]","[[11, 9], [5, 3], [8, 6]]","[202, 52, 127]"
3_12_286,intermediate_case2,intermediate_case2/3_12_286.txt,3,D,"[[6, 6], [12, 8], [1, 4]]","[125, 179, 72]","[[7, 6], [11, 10], [6, 8]]","[126, 226, 173]","[[10, 4], [9, 8], [10, 6]]","[81, 176, 129]","[[11, 4], [8, 7], [10, 6]]","[82, 151, 129]"
3_12_288,intermediate_case2,intermediate_case2/3_12_288.txt,3,B,"[[1, 11], [10, 2], [6, 6]]","[240, 33, 125]","[[3, 11], [12, 1], [8, 6]]","[242, 11, 127]","[[4, 12], [12, 3], [8, 8]]","[267, 59, 175]","[[4, 11], [12, 2], [8, 7]]","[243, 35, 151]"
3_12_289,intermediate_case2,intermediate_case2/3_12_289.txt,3,A,"[[8, 4], [10, 3], [9, 4]]","[79, 57, 80]","[[6, 6], [12, 1], [5, 6]]","[125, 11, 124]","[[6, 6], [11, 4], [9, 5]]","[125, 82, 104]","[[8, 3], [10, 4], [9, 4]]","[55, 81, 80]"
